unixtime,posx,posy,posz,velx,vely,velz,q1,q2,q3,q4
1775258824.957242,-307651885.6043,-518327651.6795,-285808850.6645,-1152.0,-4141.0,-2257.0,-0.03462597355247,0.8938502073288,0.4220242202282,-0.1474055051804
1775258885.902892,-307722107.0815,-518580158.6866,-285946472.047,-1151.0,-4139.0,-2256.0,-0.02101079747081,0.9052672386169,0.3982025384903,-0.1465758234262
1775258946.005445,-307791125.0655,-518828436.7174,-286081788.0712,-1150.0,-4138.0,-2255.0,-0.009776817634702,0.9077632427216,0.3923249840736,-0.1481599509716
1775259006.965353,-307861240.5256,-519080762.5328,-286219309.6644,-1149.0,-4136.0,-2254.0,-0.001375308609568,0.9066274762154,0.3963557481766,-0.1446612328291
1775259068.04526,-307931302.7326,-519332997.1404,-286356780.9633,-1148.0,-4135.0,-2253.0,0.007968782447278,0.9046389460564,0.4022311866283,-0.1406234502792
1775259128.863459,-308001311.758,-519585140.6251,-286494202.0096,-1147.0,-4133.0,-2253.0,0.01719849184155,0.9024965167046,0.4082093238831,-0.1362695842981
1775259188.824026,-308070121.1819,-519833061.4473,-286629321.0818,-1146.0,-4132.0,-2252.0,0.02674198336899,0.900827050209,0.4125936925411,-0.1325215250254
1775259248.847388,-308138879.2645,-520080894.242,-286764391.6037,-1146.0,-4130.0,-2251.0,0.03698309510946,0.8987297415733,0.4179165661335,-0.1275260001421
1775259308.914902,-308207586.0333,-520328639.1104,-286899413.6623,-1145.0,-4129.0,-2250.0,0.04300864040852,0.8966745138168,0.4223430752754,-0.1255044937134
1775259368.884474,-308276241.513,-520576296.1602,-287034387.3414,-1144.0,-4127.0,-2249.0,0.03878559172153,0.8948852419853,0.4253146648407,-0.1295512765646
1775259428.921038,-308344845.6296,-520823863.9287,-287169311.7304,-1143.0,-4126.0,-2249.0,0.1561825275421,0.7923689484596,0.5882081985474,-0.04206677898765
1775259488.80889,-308413399.1139,-521071343.8622,-287304188.0165,-1142.0,-4124.0,-2248.0,0.2382546961308,0.6143025755882,0.7503702640533,0.05302399024367
1775259548.896454,-308481902.1616,-521318736.7116,-287439016.1338,-1141.0,-4123.0,-2247.0,0.2867664992809,0.4136856198311,0.8497487306595,0.1567045748234
1775259608.839532,-308550354.3955,-521566042.5177,-287573796.1018,-1141.0,-4121.0,-2246.0,0.3093253970146,0.1984552294016,0.894705593586,0.253840893507
1775259668.887941,-308618755.2918,-521813261.1305,-287708527.9029,-1140.0,-4120.0,-2245.0,0.3297246992588,0.07979077845812,0.8895563483238,0.3059486150742
1775259728.74824,-308687104.6329,-522060392.051,-287843211.4201,-1139.0,-4118.0,-2244.0,0.3409762084484,0.06674440205097,0.8845970034599,0.3110763728619
1775260669.768381,-309752431.4093,-525924840.9032,-289949217.7332,-1126.0,-4096.0,-2232.0,-0.04562973231077,-0.2974860072136,0.8237647414207,0.4804494082928
1775260730.049419,-309819939.6883,-526170521.2556,-290083101.1635,-1125.0,-4094.0,-2231.0,-0.03288082033396,-0.2777054607868,0.8362826704979,0.4716246426105
1775260790.835222,-309888521.9925,-526420208.0846,-290219167.3594,-1124.0,-4093.0,-2230.0,-0.01963161863387,-0.2576252520084,0.8478711843491,0.4629883766174
1775260850.771637,-309955929.4896,-526665714.402,-290352954.8294,-1123.0,-4091.0,-2230.0,-0.01723969727755,-0.2422825247049,0.8517982959747,0.4641568660736
1775260910.769306,-310023287.027,-526911134.3928,-290486694.7892,-1122.0,-4090.0,-2229.0,-0.03003147058189,-0.229358881712,0.8559412360191,0.4624470174313
1775260970.811044,-310090594.846,-527156468.2235,-290620387.23,-1121.0,-4088.0,-2228.0,-0.03961608558893,-0.2267798483372,0.8568041324615,0.4613980054855
1775261030.811333,-310157853.0308,-527401715.9634,-290754032.1743,-1121.0,-4087.0,-2227.0,-0.0430788397789,-0.2349432557821,0.8547444343567,0.4608229696751
1775261090.785879,-310225061.5404,-527646877.6746,-290887629.6855,-1120.0,-4086.0,-2226.0,-0.04589771106839,-0.2454918771982,0.8514943122864,0.4610689282417
1775261150.759937,-310292220.4023,-527891953.396,-291021179.8104,-1119.0,-4084.0,-2226.0,-0.04962392523885,-0.2540111541748,0.8494955897331,0.459753215313
1775261210.820608,-310359329.6915,-528136943.2308,-291154682.5747,-1118.0,-4083.0,-2225.0,-0.05196058750153,-0.2632539868355,0.8465758562088,0.4596811532974
1775261270.859826,-310426389.4408,-528381847.2225,-291288138.0229,-1117.0,-4081.0,-2224.0,-0.05471265688539,-0.2720720171928,0.8433259129524,0.4602008163929
1775261330.903949,-310493399.7066,-528626665.4541,-291421546.1895,-1117.0,-4080.0,-2223.0,-0.05788394808769,-0.2800522446632,0.8399919271469,0.4611223042011
1775261511.070243,-310694134.1221,-529360606.2116,-291821487.3654,-1114.0,-4076.0,-2221.0,-0.06790659576654,-0.3030101656914,0.8261404037476,0.4701761603355
1775261571.699953,-310762060.0514,-529609156.3392,-291956926.8509,-1113.0,-4074.0,-2220.0,-0.07066956162453,-0.3107601106167,0.8205776810646,0.474432528019
1775261631.768825,-310828822.5652,-529853545.4809,-292090098.3183,-1112.0,-4073.0,-2219.0,-0.07282961159945,-0.3169149756432,0.8150524497032,0.479531288147
1775261691.653362,-310895535.9385,-530097849.2962,-292223222.7182,-1112.0,-4071.0,-2219.0,-0.06916216015816,-0.3188098371029,0.8103523850441,0.4867298305035
1775261751.909633,-310962200.1971,-530342067.787,-292356300.0886,-1111.0,-4070.0,-2218.0,-0.06560376286507,-0.3199180364609,0.8063635826111,0.4930784702301
1775261811.787134,-311028815.3469,-530586201.1401,-292489330.456,-1110.0,-4069.0,-2217.0,-0.06534150242805,-0.3145883381367,0.804000556469,0.500347673893
1775261871.778386,-311095381.4931,-530830249.5291,-292622313.8129,-1109.0,-4067.0,-2216.0,-0.06644095480442,-0.307841449976,0.8019858598709,0.5075803995132
1775261931.724261,-311161898.6996,-531074212.8101,-292755250.2449,-1108.0,-4066.0,-2215.0,-0.0667589828372,-0.3040402531624,0.7986903190613,0.5149723887444
1775261991.834686,-311228367.0282,-531318090.9861,-292888139.7753,-1107.0,-4064.0,-2215.0,-0.06511256098747,-0.2990854382515,0.7995116114616,0.5168069601059
1775262051.803384,-311294786.5198,-531561884.1551,-293020982.4463,-1107.0,-4063.0,-2214.0,-0.06224501132965,-0.2946373224258,0.8019258975983,0.5159741044044
1775262111.73944,-311361157.2033,-531805592.418,-293153778.3018,-1106.0,-4061.0,-2213.0,-0.05857129767537,-0.289612442255,0.8039901256561,0.5160367488861
1775262171.882765,-311427479.1134,-532049215.813,-293286527.3772,-1105.0,-4060.0,-2212.0,-0.05621718615294,-0.2848689556122,0.8058128356934,0.5160958766937
1775262231.855608,-311493752.3216,-532292754.4432,-293419229.711,-1104.0,-4059.0,-2211.0,-0.05248945578933,-0.2795718312263,0.8070584535599,0.5174371004105
1775262291.725093,-311559976.8508,-532536208.3423,-293551885.3414,-1103.0,-4057.0,-2211.0,-0.05007276311517,-0.2726823687553,0.8083950281143,0.5192633867264
1775262351.72632,-311626152.7618,-532779577.592,-293684494.3016,-1103.0,-4056.0,-2210.0,-0.04781940951943,-0.265565007925,0.8091713190079,0.5219485759735
1775262487.71998,-311775967.7621,-533330886.5885,-293984893.9024,-1101.0,-4053.0,-2208.0,-0.04137168452144,-0.2480937838554,0.8116316795349,0.5272493362427
1775262547.764526,-311841990.7577,-533573999.9256,-294117361.6703,-1100.0,-4051.0,-2207.0,-0.03756046667695,-0.2402579188347,0.8161038160324,0.5242517590523
1775262607.799193,-311907954.3206,-533816988.3179,-294249760.8456,-1099.0,-4050.0,-2207.0,-0.03898060321808,-0.2354477792978,0.8202646970749,0.5198178887367
1775262667.73561,-311973875.0204,-534059912.6281,-294382124.5724,-1098.0,-4048.0,-2206.0,-0.04209894314408,-0.2317161858082,0.8240409493446,0.5152589678764
1775262727.750133,-312039747.4424,-534302752.6913,-294514441.8471,-1098.0,-4047.0,-2205.0,-0.0439175516367,-0.2309744954109,0.8264020085335,0.511646091938
1775262787.716838,-312105571.5854,-534545508.5525,-294646712.7156,-1097.0,-4046.0,-2204.0,-0.04697035998106,-0.2267565727234,0.8296443223953,0.5080015063286
1775262847.694316,-312171347.5119,-534788180.2851,-294778937.2123,-1096.0,-4044.0,-2204.0,-0.05099266394973,-0.222655326128,0.8320133686066,0.5055473446846
1775262907.558407,-312237080.8585,-535030788.1779,-294911126.3449,-1095.0,-4043.0,-2203.0,-0.04900654405355,-0.2277123332024,0.8318938016891,0.5036845803261
1775262967.647425,-312302755.1333,-535273271.6221,-295043247.1488,-1094.0,-4041.0,-2202.0,-0.0474645383656,-0.2306126505136,0.8326885700226,0.5011932253838
1775263027.597475,-312368386.8253,-535515691.3313,-295175332.6949,-1094.0,-4040.0,-2201.0,-0.04639535397291,-0.2330588549376,0.8334943652153,0.4988167881966
1775263087.556093,-312433970.43,-535758027.1551,-295307372.152,-1093.0,-4039.0,-2200.0,-0.04388120770454,-0.2366378903389,0.8337074518204,0.4969998002052
1775263147.525183,-312499505.9592,-536000279.1482,-295439365.5569,-1092.0,-4037.0,-2200.0,-0.04329549893737,-0.2371373921633,0.8345637321472,0.4953733086586
1775263207.561496,-312564993.5928,-536242447.3996,-295571312.7912,-1091.0,-4036.0,-2199.0,-0.04195305332541,-0.239248842001,0.8339663743973,0.4954795837402
1775263267.560754,-312630438.8129,-536484552.132,-295703224.8861,-1090.0,-4034.0,-2198.0,-0.04104045405984,-0.2404616326094,0.8332695960999,0.4961407780647
1775263327.533572,-312695825.3197,-536726532.8894,-295835068.9004,-1090.0,-4033.0,-2197.0,-0.04021076485515,-0.2414723187685,0.8323393464088,0.497278034687
1775263387.505426,-312761169.5241,-536968450.2587,-295966877.8435,-1089.0,-4032.0,-2197.0,-0.03844628110528,-0.242254331708,0.8309940695763,0.4992830455303
1775263447.540647,-312826466.0157,-537210284.1219,-296098640.7562,-1088.0,-4030.0,-2196.0,-0.03717654943466,-0.2430345416069,0.8293173313141,0.5017817020416
1775263507.611899,-312891714.8614,-537452034.5554,-296230357.6727,-1087.0,-4029.0,-2195.0,-0.03452130407095,-0.2450951486826,0.8266628980637,0.5053366422653
1775263567.526624,-312956916.0805,-537693701.6021,-296362028.6311,-1086.0,-4027.0,-2194.0,-0.03251617774367,-0.2450248897076,0.8246353268623,0.5088045597076
1775263627.55058,-313022075.1646,-537935305.4622,-296493664.633,-1086.0,-4026.0,-2194.0,-0.03084196895361,-0.2456419467926,0.8220347166061,0.5128037929535
1775263687.44749,-313087175.8564,-538176785.7713,-296625232.8072,-1085.0,-4025.0,-2193.0,-0.0322515591979,-0.2477731406689,0.8194400668144,0.5158355236053
1775263747.468543,-313152234.4981,-538418203.0007,-296756766.0957,-1084.0,-4023.0,-2192.0,-0.03635088726878,-0.251695394516,0.8165271282196,0.5182774662971
1775263807.544727,-313217245.7193,-538659537.0955,-296888253.5595,-1083.0,-4022.0,-2191.0,-0.04051821678877,-0.2553990483284,0.8134303092957,0.5210189223289
1775263867.544155,-313282209.5708,-538900788.1215,-297019695.2337,-1082.0,-4020.0,-2190.0,-0.04464151337743,-0.2590967714787,0.8100516796112,0.5241109728813
1775263927.590636,-313347126.1161,-539141956.1167,-297151091.1455,-1082.0,-4019.0,-2190.0,-0.04790824651718,-0.2627049982548,0.8078705668449,0.5253913402557
1775263987.469432,-313412000.8267,-539383061.2027,-297282452.2656,-1081.0,-4018.0,-2189.0,-0.04935339093208,-0.2663712799549,0.8090345263481,0.5216068029404
1775264047.569839,-313476817.5013,-539624043.2248,-297413745.8076,-1080.0,-4016.0,-2188.0,-0.05088056623936,-0.2698362469673,0.8098210096359,0.5184491276741
1775264107.756951,-313541592.397,-539864962.5225,-297545004.6454,-1079.0,-4015.0,-2187.0,-0.05250363796949,-0.2727561593056,0.810113966465,0.5162972211838
1775264167.488171,-313606320.1635,-540105799.0617,-297676217.8661,-1078.0,-4014.0,-2187.0,-0.05413782969117,-0.2752460539341,0.8100749850273,0.514866232872
1775264227.473197,-313671000.8454,-540346552.9012,-297807385.5014,-1078.0,-4012.0,-2186.0,-0.05583588406444,-0.2774296402931,0.8096579313278,0.5141684412956
1775264287.501294,-313735634.4914,-540587224.1042,-297938507.5886,-1077.0,-4011.0,-2185.0,-0.05754408985376,-0.2791967391968,0.8090328574181,0.5140075087547
1775264347.529327,-313800226.5322,-540827832.7793,-298069595.0834,-1076.0,-4009.0,-2184.0,-0.05943232029676,-0.2807432413101,0.8081424832344,0.5143508911133
1775264407.379367,-313864760.8705,-541068318.8358,-298200615.2489,-1075.0,-4008.0,-2184.0,-0.06117552518845,-0.2818750739098,0.8071442246437,0.5150943398476
1775264467.522454,-313929253.6991,-541308742.4858,-298331600.8888,-1075.0,-4007.0,-2183.0,-0.06301944702864,-0.2828800678253,0.8058421611786,0.5163581967354
1775264527.480345,-313993699.6821,-541549083.7369,-298462541.1135,-1074.0,-4005.0,-2182.0,-0.06503226608038,-0.283743262291,0.8043110966682,0.5180194973946
1775264587.425413,-314058098.8907,-541789342.6307,-298593435.9509,-1073.0,-4004.0,-2181.0,-0.06589528173208,-0.2844536602497,0.8043828010559,0.5174091458321
1775264647.419749,-314122451.3808,-542029519.2001,-298724285.4252,-1072.0,-4003.0,-2181.0,-0.06519646197557,-0.2853209972382,0.8072999715805,0.5124529600143
1775264707.503582,-314186762.5282,-542269633.5603,-298855100.4859,-1071.0,-4001.0,-2180.0,-0.06441823393106,-0.2861140370369,0.8100317120552,0.5077772140503
1775264767.544714,-314251021.66,-542509645.7488,-298985859.3635,-1071.0,-4000.0,-2179.0,-0.06377332657576,-0.2868302762508,0.8125639557838,0.5033896565437
1775264827.434432,-314315234.186,-542749575.8416,-299116572.9939,-1070.0,-3998.0,-2178.0,-0.06299491226673,-0.2873067259789,0.8150385022163,0.4991980493069
1775264887.466032,-314379400.1386,-542989423.8914,-299247241.4262,-1069.0,-3997.0,-2178.0,-0.06239477917552,-0.2876912951469,0.8173767924309,0.4952128827572
1775264947.6137,-314443514.0824,-543229170.1834,-299377854.1693,-1068.0,-3996.0,-2177.0,-0.06187440827489,-0.287167519331,0.8197944760323,0.4915724098682
1775265007.701444,-314507586.8212,-543468854.25,-299508432.4892,-1068.0,-3994.0,-2176.0,-0.0610834620893,-0.2854610681534,0.8220655918121,0.4888650178909
1775265067.469654,-314571618.5966,-543708476.542,-299638976.5389,-1067.0,-3993.0,-2175.0,-0.06010044366121,-0.2851114273071,0.8231427073479,0.4873761534691
1775265127.414802,-314635598.8162,-543947997.209,-299769464.5816,-1066.0,-3992.0,-2175.0,-0.05859895795584,-0.2841858565807,0.8241606354713,0.4863782525063
1775265187.615335,-314699532.7192,-544187436.1431,-299899907.5747,-1065.0,-3990.0,-2174.0,-0.05659677833319,-0.2842773795128,0.8244471549988,0.4860762357712
1775265247.515589,-314763415.0054,-544426773.4563,-300030294.697,-1064.0,-3989.0,-2173.0,-0.05553043633699,-0.2831570804119,0.8247332572937,0.4863676726818
1775265307.581448,-314827256.4063,-544666049.1046,-300160647.7008,-1064.0,-3988.0,-2172.0,-0.05283254012465,-0.2833917140961,0.8245170116425,0.4868979156017
1775265367.555893,-314891051.606,-544905243.1989,-300290955.7655,-1063.0,-3986.0,-2172.0,-0.05110672861338,-0.2824710905552,0.8242725133896,0.4880297482014
1775265427.551013,-314954805.9732,-545144375.7191,-300421229.7727,-1062.0,-3985.0,-2171.0,-0.0495148524642,-0.2811760604382,0.8238139748573,0.4897130429745
1775265487.581011,-315018508.9198,-545383406.8576,-300551448.0422,-1061.0,-3983.0,-2170.0,-0.04870876669884,-0.2790590822697,0.8236150741577,0.4913366436958
1775265547.660946,-315082165.8268,-545622356.6318,-300681621.4646,-1061.0,-3982.0,-2169.0,-0.04713758826256,-0.2776290774345,0.8226911425591,0.4938414692879
1775265607.513761,-315145771.42,-545861205.1722,-300811739.2294,-1060.0,-3981.0,-2169.0,-0.04564686492085,-0.2734805047512,0.8227424621582,0.4962052106857
1775265667.374797,-315209336.3608,-546099992.3625,-300941823.0618,-1059.0,-3979.0,-2168.0,-0.04438284039497,-0.270114004612,0.8224395513535,0.4986599385738
1775265727.453542,-315272855.4024,-546338698.3573,-301071862.14,-1058.0,-3978.0,-2167.0,-0.04281909763813,-0.2692392170429,0.8207657933235,0.5020162463188
1775265788.427011,-315337386.1382,-546581299.921,-301204022.8827,-1058.0,-3977.0,-2166.0,-0.04253089055419,-0.2648915350437,0.8203371167183,0.5050451159477
1775265848.530701,-315400812.7239,-546819842.3448,-301333971.8171,-1057.0,-3975.0,-2166.0,-0.04060052707791,-0.2621156573296,0.8187612295151,0.5091924667358
1775265908.623394,-315464198.8062,-547058323.6211,-301463886.9309,-1056.0,-3974.0,-2165.0,-0.03919087350368,-0.2588037252426,0.8166816234589,0.5143110752106
1775265968.683225,-315527528.6022,-547296684.2016,-301593735.7749,-1055.0,-3973.0,-2164.0,-0.03709867224097,-0.2558532655239,0.8138008713722,0.5204718708992
1775266089.590125,-315655115.5012,-547777172.3687,-301855484.0266,-1054.0,-3970.0,-2163.0,-0.03397435322404,-0.2474566698074,0.8101381659508,0.530365049839
1775266149.472795,-315718312.8903,-548015308.8177,-301985209.2803,-1053.0,-3969.0,-2162.0,-0.03678780049086,-0.2469482421875,0.8114199638367,0.5284513831139
1775266209.483783,-315781464.7329,-548253364.5417,-302114890.0398,-1052.0,-3967.0,-2161.0,-0.03900407254696,-0.2459186315536,0.812403678894,0.5272598266602
1775266269.415614,-315844571.0622,-548491339.5973,-302244526.3446,-1051.0,-3966.0,-2160.0,-0.04179563000798,-0.2445509582758,0.8132572174072,0.5263655781746
1775266329.376312,-315907631.9345,-548729234.0474,-302374118.2276,-1051.0,-3965.0,-2160.0,-0.04433073103428,-0.2430097609758,0.8137283325195,0.5261437296867
1775266389.393734,-315970652.6374,-548967067.7591,-302503676.5133,-1050.0,-3963.0,-2159.0,-0.04718739539385,-0.2415016442537,0.8140051960945,0.5261614322662
1775266449.480689,-316033617.4724,-549204781.3456,-302633168.8469,-1049.0,-3962.0,-2158.0,-0.04953812435269,-0.2395906299353,0.8141503930092,0.5265941619873
1775266570.510674,-316160469.4489,-549683965.9985,-302894198.8482,-1048.0,-3959.0,-2157.0,-0.05232644453645,-0.2355205267668,0.8198115229607,0.5193275213242
1775266630.536584,-316223302.9801,-549921456.8438,-303023568.333,-1047.0,-3958.0,-2156.0,-0.05256064236164,-0.2344668507576,0.8240746259689,0.51299482584
1775266751.63153,-316349880.5316,-550400152.8499,-303284328.9251,-1045.0,-3955.0,-2154.0,-0.05302619189024,-0.2300848215818,0.8326201438904,0.5009918808937
1775266811.505639,-316412578.1757,-550637401.6967,-303413564.9756,-1045.0,-3954.0,-2154.0,-0.05351038649678,-0.2279750108719,0.8356955647469,0.4967665374279
1775266871.392032,-316475230.7894,-550874570.4606,-303542756.884,-1044.0,-3952.0,-2153.0,-0.05195163935423,-0.2279438078403,0.8377974629402,0.4933944344521
1775266931.44706,-316537838.4227,-551111659.1979,-303671904.6848,-1043.0,-3951.0,-2152.0,-0.04846548289061,-0.231513813138,0.8386129140854,0.4906942248344
1775266991.425015,-316600406.2936,-551348687.7122,-303801019.1791,-1042.0,-3950.0,-2152.0,-0.0451751537621,-0.2345061004162,0.8391162753105,0.4887228310108
1775267051.351389,-316662918.8159,-551585596.8078,-303930068.1188,-1042.0,-3948.0,-2151.0,-0.04149631410837,-0.2370557785034,0.8393307328224,0.487448990345
1775267111.375457,-316725391.673,-551822445.7958,-304059083.8162,-1041.0,-3947.0,-2150.0,-0.03772002831101,-0.2395257949829,0.8392528891563,0.4866818189621
1775267171.386882,-316787819.6926,-552059214.9765,-304188055.5396,-1040.0,-3946.0,-2149.0,-0.03402981162071,-0.2420663237572,0.8389384746552,0.4862387180328
1775267292.397073,-316914307.22,-552539217.7106,-304449518.6862,-1039.0,-3943.0,-2148.0,-0.02530234865844,-0.2458585500717,0.8377429842949,0.4869292080402
1775267473.627847,-317102087.206,-553252501.6181,-304838049.1043,-1036.0,-3939.0,-2146.0,-0.02600894123316,-0.2602260112762,0.8336546421051,0.4864420294762
1775267534.268655,-317164245.1247,-553488789.5402,-304966755.6846,-1036.0,-3938.0,-2145.0,-0.02769023738801,-0.267857670784,0.8311375379562,0.4865140318871
1775267594.56455,-317227393.4279,-553728934.5082,-305097562.7055,-1035.0,-3936.0,-2144.0,-0.02977648563683,-0.2720258831978,0.8296346068382,0.4866433143616
1775267654.605254,-317289461.5836,-553965062.3454,-305226181.0873,-1034.0,-3935.0,-2143.0,-0.03186641260982,-0.2768561244011,0.8276066184044,0.4872396588326
1775267714.523663,-317351485.3049,-554201110.9,-305354755.7797,-1033.0,-3934.0,-2143.0,-0.03357827290893,-0.2813313901424,0.825002849102,0.48897382617
1775267839.614854,-317480559.2683,-554692625.9417,-305622480.4409,-1032.0,-3931.0,-2141.0,-0.03855707123876,-0.288462549448,0.8185211420059,0.4953037798405
1775267900.283271,-317542446.2452,-554928430.3735,-305750920.626,-1031.0,-3930.0,-2140.0,-0.04049279913306,-0.2916468679905,0.8148428797722,0.4993330836296
1775267960.582999,-317605319.3793,-555168084.1609,-305881456.9991,-1030.0,-3928.0,-2140.0,-0.04281258955598,-0.2942346632481,0.8108305931091,0.5041297078133
1775268147.65737,-317797778.7586,-555902252.9031,-306281349.7116,-1028.0,-3924.0,-2138.0,-0.01449809409678,-0.240836545825,0.3135100007057,0.9184220433235
1775268207.345021,-317858412.6799,-556133727.0843,-306407431.9559,-1027.0,-3923.0,-2137.0,0.03789196908474,-0.2132515907288,0.05551262572408,0.9746826887131
1775268275.368253,-317929270.662,-556404339.3502,-306554832.0167,-1027.0,-3921.0,-2136.0,0.06247345730662,-0.1272478550673,-0.2339591830969,0.9618566036224
1775268335.731367,-317990838.5452,-556639570.309,-306682955.2883,-1026.0,-3920.0,-2135.0,0.08609559386969,-0.1218946129084,-0.09548160433769,0.9841811656952
1775268395.54375,-318052362.0597,-556874722.826,-306811033.3313,-1025.0,-3919.0,-2134.0,0.07210087031126,-0.1961091458797,0.171040430665,0.9628540277481
1775268455.5105,-318113841.9605,-557109795.2256,-306939067.7105,-1024.0,-3918.0,-2134.0,0.04744153097272,-0.2612362504005,0.4266690015793,0.8645567893982
1775268580.434995,-318241784.9829,-557599274.7465,-307205670.8016,-1023.0,-3915.0,-2132.0,-0.05058218166232,-0.3296222388744,0.8136261701584,0.4762384295464
1775268640.469326,-318303129.3403,-557834105.4362,-307333574.849,-1022.0,-3914.0,-2132.0,-0.02093886770308,-0.237232491374,0.8532893061638,0.4638746678829
1775268701.387964,-318364736.0112,-558070031.6883,-307462074.9759,-1021.0,-3912.0,-2131.0,-0.04843160882592,-0.2214751392603,0.826949596405,0.514545917511
1775268762.153536,-318427013.195,-558308616.7452,-307592022.7248,-1021.0,-3911.0,-2130.0,-0.05383785814047,-0.2237120419741,0.8198997378349,0.524231672287
1775268823.250733,-318489245.2306,-558547120.9349,-307721925.9178,-1020.0,-3910.0,-2129.0,-0.0555690266192,-0.2259773164988,0.8217985033989,0.5200899839401
1775268884.242909,-318551432.1899,-558785544.2887,-307851784.5703,-1019.0,-3908.0,-2129.0,-0.05709005519748,-0.2275634258986,0.8235983252525,0.5163733363152
1775268945.190941,-318613574.1152,-559023886.8571,-307981598.7185,-1018.0,-3907.0,-2128.0,-0.05869900435209,-0.2290935218334,0.8251301050186,0.51306027174
1775269006.259683,-318675671.0515,-559262148.7328,-308111368.3959,-1018.0,-3906.0,-2127.0,-0.05976500734687,-0.2306415885687,0.824919462204,0.5125822424889
1775269067.256095,-318737723.0363,-559500329.9269,-308241093.6314,-1017.0,-3904.0,-2126.0,-0.06135328486562,-0.2311864644289,0.8252323865891,0.5116444826126
1775269128.189671,-318799730.118,-559738430.5342,-308370774.4621,-1016.0,-3903.0,-2126.0,-0.06183744966984,-0.229381352663,0.8252092003822,0.5124354362488
1775269189.194123,-318861692.4398,-559976450.6011,-308500410.8775,-1015.0,-3902.0,-2125.0,-0.05699621513486,-0.2399184852839,0.8213156461716,0.5144231319427
1775269311.439575,-318985482.6918,-560452249.3408,-308759550.7093,-1014.0,-3899.0,-2124.0,-0.04704594239593,-0.2603391706944,0.8112288713455,0.5214574933052
1775269372.213843,-319047310.7058,-560690028.1185,-308889054.1882,-1013.0,-3898.0,-2123.0,-0.04223202914,-0.2696946263313,0.8052816987038,0.5263103842735
1775269433.188159,-319109094.0873,-560927726.5045,-309018513.3957,-1013.0,-3896.0,-2122.0,-0.03456043079495,-0.2777884602547,0.8044173717499,0.5239769220352
1775269494.202187,-319170832.83,-561165344.6251,-309147928.3839,-1012.0,-3895.0,-2121.0,-0.02750127203763,-0.2848334908485,0.8034825921059,0.5220433473587
1775269555.161377,-319232526.9858,-561402882.5348,-309277299.1818,-1011.0,-3894.0,-2121.0,-0.0202095489949,-0.2914343476295,0.8024892807007,0.520258128643
1775269616.14003,-319294176.5035,-561640340.1253,-309406625.8717,-1010.0,-3892.0,-2120.0,-0.02161536365747,-0.2835444509983,0.806451022625,0.5184323191643
1775269677.087465,-319355781.6052,-561877717.4395,-309535908.4643,-1010.0,-3891.0,-2119.0,-0.02116082049906,-0.2763483226299,0.8093647360802,0.517795920372
1775269738.130472,-319417342.2417,-562115014.7164,-309665146.962,-1009.0,-3890.0,-2118.0,-0.02094007097185,-0.2685889303684,0.8119311928749,0.5178699493408
1775269799.116597,-319478858.4494,-562352232.0044,-309794341.3984,-1008.0,-3888.0,-2118.0,-0.02306429110467,-0.2616322338581,0.8137531280518,0.5184808969498
1775269921.141761,-319601757.7291,-562826426.8182,-310052598.2163,-1007.0,-3886.0,-2116.0,-0.03520830720663,-0.2509889304638,0.8156158924103,0.5201304554939
1775269982.204387,-319663140.9072,-563063404.4868,-310181660.6569,-1006.0,-3885.0,-2116.0,-0.0415318235755,-0.2450229525566,0.8155183792114,0.5226553678513
1775270043.213592,-319724479.7843,-563300302.2904,-310310679.3053,-1005.0,-3883.0,-2115.0,-0.04848517850041,-0.2380118668079,0.8150098919868,0.5260783433914
1775270104.051213,-319785774.4214,-563537120.1867,-310439654.2152,-1005.0,-3882.0,-2114.0,-0.05413449183106,-0.2305603474379,0.8176237344742,0.5247883200645
1775270165.12442,-319847020.0355,-563773839.0704,-310568574.3529,-1004.0,-3881.0,-2113.0,-0.05910926312208,-0.2229149639606,0.8211714625359,0.5220081210136
1775270226.030728,-319908227.0585,-564010497.5964,-310697460.6575,-1003.0,-3879.0,-2113.0,-0.05413311719894,-0.2312815487385,0.8190851211548,0.5221858024597
1775270287.083409,-319969389.7743,-564247076.5757,-310826303.291,-1002.0,-3878.0,-2112.0,-0.04995295777917,-0.2386290431023,0.8171545863152,0.5223210453987
1775270348.012491,-320030508.3926,-564483576.1592,-310955102.2641,-1002.0,-3877.0,-2111.0,-0.04583192616701,-0.2453979998827,0.8148608207703,0.523145377636
1775270409.160849,-320091582.759,-564719996.7165,-311083858.0942,-1001.0,-3875.0,-2111.0,-0.04158805310726,-0.2515459358692,0.81190097332,0.5251779556274
1775270470.042579,-320152618.1364,-564956357.3079,-311212580.8626,-1000.0,-3874.0,-2110.0,-0.03749007359147,-0.2571781873703,0.8083542585373,0.5282208323479
1775270531.050201,-320213599.4999,-565192599.8865,-311341238.7058,-999.5,-3873.0,-2109.0,-0.03170690312982,-0.2624395191669,0.8077366352081,0.5269551277161
1775270591.962445,-320274541.7152,-565428782.8082,-311469863.3174,-998.8,-3871.0,-2108.0,-0.02553509920835,-0.2669841349125,0.808088183403,0.5244625210762
1775270653.033985,-320335439.9514,-565664886.6818,-311598444.3603,-998.0,-3870.0,-2108.0,-0.01872130855918,-0.2712404727936,0.8078106045723,0.5229915380478
